,y,y.donor.oriented,i_ID,j_ID,ij_dyad_ID,k_ID,l_ID,kl_dyad_ID,il_ID,jk_ID,i_age,j_age,i_sex,j_sex,i_bmi,j_bmi,i_skin,j_skin,k_wealth,l_wealth,ij_god_relation,ij_deg_r,ij_affinal_r,kl_avg_interhouse_R,kl_sd_interhouse_R,kl_distance,kl_affair,i_avg_community_r,j_avg_community_r
4156,NA,0,42,94,3619,15,9,235,1321,2991,50,19,M,F,25.20642329,24.68153722,54,44.8,0.323029999,1.118810005,0,0,0,0.007692308,0.032059789,96.15092303,ref,0.018450185,0.075898005
9669,0,NA,94,42,3619,9,15,235,2991,1321,19,50,F,M,24.68153722,25.20642329,44.8,54,1.118810005,0.323029999,0,0,0,0.007692308,0.032059789,96.15092303,ref,0.075898005,0.018450185
4171,0,0,42,95,3620,15,22,365,1334,3023,50,18,M,F,25.20642329,22.04278285,54,45.7,0.323029999,0.17186,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.018450185,0.040864276
11274,0,0,95,42,3620,22,15,365,3023,1334,18,50,F,M,22.04278285,25.20642329,45.7,54,0.17186,0.323029999,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.040864276,0.018450185
4157,0,0,42,96,3621,15,32,375,1344,3055,50,33,M,F,25.20642329,22.6849514,54,50.5,0.323029999,0.321590001,0,0,0,0.007291667,0.031872296,137.5390854,ref,0.018450185,0.017758303
9776,0,0,96,42,3621,32,15,375,3055,1344,33,50,F,M,22.6849514,25.20642329,50.5,54,0.321590001,0.323029999,0,0,0,0.007291667,0.031872296,137.5390854,ref,0.017758303,0.018450185
4158,0,0,42,97,3622,15,29,372,1341,3087,50,22,M,F,25.20642329,22.18072745,54,46.4,0.323029999,0.1442,0,0,0,0.004427083,0.018831386,163.4778272,ref,0.018450185,0.043631804
9883,0,0,97,42,3622,29,15,372,3087,1341,22,50,F,M,22.18072745,25.20642329,46.4,54,0.1442,0.323029999,0,0,0,0.004427083,0.018831386,163.4778272,ref,0.043631804,0.018450185
4159,0,0,42,98,3623,15,3,76,1315,3119,50,45,M,F,25.20642329,26.75921734,54,54.9,0.323029999,0.18203,0,0,0,0.007575758,0.032216664,99.18165153,ref,0.018450185,0.120488353
9990,0,0,98,42,3623,3,15,76,3119,1315,45,50,F,M,26.75921734,25.20642329,54.9,54,0.18203,0.323029999,0,0,0,0.007575758,0.032216664,99.18165153,ref,0.120488353,0.018450185
4160,0,1,42,99,3624,15,30,373,1342,3151,50,64,M,M,25.20642329,21.1079069,54,55.1,0.323029999,0.566279999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.018450185,0.018219557
10097,0,0,99,42,3624,30,15,373,3151,1342,64,50,M,M,21.1079069,25.20642329,55.1,54,0.566279999,0.323029999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.018219557,0.018450185
252,0,0,100,42,3625,1,15,15,3183,1313,24,50,M,M,26.92256151,25.20642329,52.1,54,0.19701,0.323029999,0,0,0,0.034469697,0.05043922,63.56099433,ref,0.059552295,0.018450185
4069,0,0,42,100,3625,15,1,15,1313,3183,50,24,M,M,25.20642329,26.92256151,54,52.1,0.323029999,0.19701,0,0,0,0.034469697,0.05043922,63.56099433,ref,0.018450185,0.059552295
4172,0,0,42,101,3626,15,22,365,1334,3215,50,25,M,M,25.20642329,19.82173467,54,52.1,0.323029999,0.17186,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.018450185,0.002998155
11381,0,0,101,42,3626,22,15,365,3215,1334,25,50,M,M,19.82173467,25.20642329,52.1,54,0.17186,0.323029999,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.002998155,0.018450185
4162,0,0,42,102,3627,15,18,361,1330,3247,50,20,M,F,25.20642329,23.46388316,54,44.9,0.323029999,0.402529998,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.018450185,0.073454797
10311,0,0,102,42,3627,18,15,361,3247,1330,20,50,F,M,23.46388316,25.20642329,44.9,54,0.402529998,0.323029999,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.073454797,0.018450185
4117,0,0,42,103,3628,15,31,374,1343,3279,50,33,M,M,25.20642329,23.48579692,54,45.6,0.323029999,1.652060002,0,0,0,0.003320313,0.015348876,120.2164714,ref,0.018450185,0.100322878
5496,0,0,103,42,3628,31,15,374,3279,1343,33,50,M,M,23.48579692,25.20642329,45.6,54,1.652060002,0.323029999,0,0,0,0.003320313,0.015348876,120.2164714,ref,0.100322878,0.018450185
4163,0,0,42,104,3629,15,18,361,1330,3311,50,25,M,M,25.20642329,21.67940081,54,48.4,0.323029999,0.402529998,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.018450185,0.072532288
10418,0,0,104,42,3629,18,15,361,3311,1330,25,50,M,M,21.67940081,25.20642329,48.4,54,0.402529998,0.323029999,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.072532288,0.018450185
4164,0,0,42,105,3630,15,22,365,1334,3343,50,24,M,M,25.20642329,24.60215404,54,49,0.323029999,0.17186,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.018450185,0.040864276
10525,0,0,105,42,3630,22,15,365,3343,1334,24,50,M,M,24.60215404,25.20642329,49,54,0.17186,0.323029999,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.040864276,0.018450185
4165,0,0,42,106,3631,15,32,375,1344,3375,50,33,M,M,25.20642329,22.93333333,54,50.5,0.323029999,0.321590001,0,0,0,0.007291667,0.031872296,137.5390854,ref,0.018450185,0.117720826
10632,0,0,106,42,3631,32,15,375,3375,1344,33,50,M,M,22.93333333,25.20642329,50.5,54,0.321590001,0.323029999,0,0,0,0.007291667,0.031872296,137.5390854,ref,0.117720826,0.018450185
4166,0,0,42,107,3632,15,6,160,1318,3407,50,20,M,M,25.20642329,22.15189873,54,54.5,0.323029999,0.24648,0,0,0,0.000744048,0.003677785,36.05551275,ref,0.018450185,0.020107818
10739,0,0,107,42,3632,6,15,160,3407,1318,20,50,M,M,22.15189873,25.20642329,54.5,54,0.24648,0.323029999,0,0,0,0.000744048,0.003677785,36.05551275,ref,0.020107818,0.018450185
4167,0,0,42,108,3633,15,2,46,1314,3439,50,24,M,F,25.20642329,21.9478738,54,53.9,0.323029999,0.17122,0,0,0,0.004166667,0.018263828,3809.114595,ref,0.018450185,0.082615025
10846,0,0,108,42,3633,2,15,46,3439,1314,24,50,F,M,21.9478738,25.20642329,53.9,54,0.17122,0.323029999,0,0,0,0.004166667,0.018263828,3809.114595,ref,0.082615025,0.018450185
4214,0,0,44,43,3634,3,22,83,1398,1347,21,44,F,F,22.6665875,22.71968369,53,49.7,0.18203,0.17186,0,0.015625,0,0.006341315,0.004989824,149.8832879,ref,0.069699896,0.043905673
4427,0,0,43,44,3634,22,3,83,1347,1398,44,21,F,F,22.71968369,22.6665875,49.7,53,0.17186,0.18203,0,0.015625,0,0.006341315,0.004989824,149.8832879,ref,0.043905673,0.069699896
4321,0,0,45,43,3635,16,22,382,1430,1360,59,44,M,F,22.69527123,22.71968369,65.3,49.7,0.552790001,0.17186,0,0,0.03125,0.0296875,0.078815101,283.3972477,ref,0.024907749,0.043905673
4428,0,0,43,45,3635,22,16,382,1360,1430,44,59,F,M,22.71968369,22.69527123,49.7,65.3,0.17186,0.552790001,0,0,0.03125,0.0296875,0.078815101,283.3972477,ref,0.043905673,0.024907749
4429,1,1,43,46,3636,22,17,398,1361,1462,44,54,F,M,22.71968369,22.55794194,49.7,50.6,0.17186,0.332809999,0,0.03125,0,0.006975446,0.005243279,214.9790687,ref,0.043905673,0.104012915
4536,1,1,46,43,3636,17,22,398,1462,1361,54,44,M,F,22.55794194,22.71968369,50.6,49.7,0.332809999,0.17186,0,0.03125,0,0.006975446,0.005243279,214.9790687,ref,0.104012915,0.043905673
4430,0,0,43,47,3637,22,30,471,1374,1494,44,26,F,M,22.71968369,25.01560874,49.7,49.7,0.17186,0.566279999,0,0.015625,0,0.004718684,0.004556384,121.6552506,ref,0.043905673,0.075465579
4643,0,0,47,43,3637,30,22,471,1494,1374,26,44,M,F,25.01560874,22.71968369,49.7,49.7,0.566279999,0.17186,0,0.015625,0,0.004718684,0.004556384,121.6552506,ref,0.075465579,0.043905673
4431,0,0,43,48,3638,22,1,22,1345,1526,44,22,F,F,22.71968369,25.24333836,49.7,52.1,0.17186,0.19701,0,0.015625,0,0.006024249,0.005236745,72.69112738,ref,0.043905673,0.060936059
4750,0,1,48,43,3638,1,22,22,1526,1345,22,44,F,F,25.24333836,22.71968369,52.1,49.7,0.19701,0.17186,0,0.015625,0,0.006024249,0.005236745,72.69112738,ref,0.060936059,0.043905673
4432,1,1,43,49,3639,22,18,413,1362,1558,44,53,F,M,22.71968369,21.98989237,49.7,45.5,0.17186,0.402529998,0,0.03125,0,0.005480708,0.004830211,140.2640367,ref,0.043905673,0.107241697
4857,1,1,49,43,3639,18,22,413,1558,1362,53,44,M,F,21.98989237,22.71968369,45.5,49.7,0.402529998,0.17186,0,0.03125,0,0.005480708,0.004830211,140.2640367,ref,0.107241697,0.043905673
4433,0,0,43,50,3640,22,30,471,1374,1590,44,19,F,F,22.71968369,23.29881657,49.7,57.4,0.17186,0.566279999,0,0,0.015625,0.004718684,0.004556384,121.6552506,ref,0.043905673,0.003401753
4964,0,0,50,43,3640,30,22,471,1590,1374,19,44,F,F,23.29881657,22.71968369,57.4,49.7,0.566279999,0.17186,0,0,0.015625,0.004718684,0.004556384,121.6552506,ref,0.003401753,0.043905673
4434,0,0,43,51,3641,22,3,83,1347,1622,44,19,F,F,22.71968369,23.48966659,49.7,50.3,0.17186,0.18203,0,0.015625,0,0.006341315,0.004989824,149.8832879,ref,0.043905673,0.069699896
5071,0,0,51,43,3641,3,22,83,1622,1347,19,44,F,F,23.48966659,22.71968369,50.3,49.7,0.18203,0.17186,0,0.015625,0,0.006341315,0.004989824,149.8832879,ref,0.069699896,0.043905673
4435,0,0,43,52,3642,22,13,328,1357,1654,44,24,F,M,22.71968369,24.61064488,49.7,47.1,0.17186,0.18418,0,0.015625,0,0.079520089,0.089778445,210.2379604,ref,0.043905673,0.073505247
5178,0,0,52,43,3642,13,22,328,1654,1357,24,44,M,F,24.61064488,22.71968369,47.1,49.7,0.18418,0.17186,0,0.015625,0,0.079520089,0.089778445,210.2379604,ref,0.073505247,0.043905673
4436,0,0,43,53,3643,22,19,427,1363,1686,44,73,F,M,22.71968369,20.98794298,49.7,50.5,0.17186,0.16473,0,0,0.0625,0.013950893,0.014996478,176.663522,ref,0.043905673,0.091530212
5285,0,0,53,43,3643,19,22,427,1686,1363,73,44,M,F,20.98794298,22.71968369,50.5,49.7,0.16473,0.17186,0,0,0.0625,0.013950893,0.014996478,176.663522,ref,0.091530212,0.043905673
4489,0,0,43,54,3644,22,15,365,1359,1718,44,24,F,M,22.71968369,21.96727804,49.7,53.1,0.17186,0.323029999,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.043905673,0
10956,0,0,54,43,3644,15,22,365,1718,1359,24,44,M,F,21.96727804,22.71968369,53.1,49.7,0.323029999,0.17186,0,0,0,0.00046503,0.001986001,134.8925498,ref,0,0.043905673
4439,0,0,43,55,3645,22,20,440,1364,1750,44,38,F,M,22.71968369,25.33184519,49.7,57.4,0.17186,0.851249997,0,0,0.015625,0.003487723,0.003117434,292.5149569,ref,0.043905673,0.006226937
5606,0,0,55,43,3645,20,22,440,1750,1364,38,44,M,F,25.33184519,22.71968369,57.4,49.7,0.851249997,0.17186,0,0,0.015625,0.003487723,0.003117434,292.5149569,ref,0.006226937,0.043905673
4440,0,0,43,56,3646,22,9,242,1353,1782,44,22,F,F,22.71968369,24.06290928,49.7,49.8,0.17186,1.118810005,0,0.015625,0,0.006438874,0.00481485,180.0805375,ref,0.043905673,0.063472959
5713,0,0,56,43,3646,9,22,242,1782,1353,22,44,F,F,24.06290928,22.71968369,49.8,49.7,1.118810005,0.17186,0,0.015625,0,0.006438874,0.00481485,180.0805375,ref,0.063472959,0.043905673
4491,0,0,43,57,3647,22,21,452,1365,1814,44,23,F,M,22.71968369,15.88643347,49.7,57.9,0.17186,0.07986,0,0,0.015625,0.003487723,0.003366764,200.7710138,ref,0.043905673,0
11170,0,0,57,43,3647,21,22,452,1814,1365,23,44,M,F,15.88643347,22.71968369,57.9,49.7,0.07986,0.17186,0,0,0.015625,0.003487723,0.003366764,200.7710138,ref,0,0.043905673
4441,0,0,43,58,3648,22,31,472,1375,1846,44,25,F,F,22.71968369,31.52017475,49.7,50.1,0.17186,1.652060002,0,0,0.03125,0.009591239,0.010152302,219.7635093,ref,0.043905673,0.015682657
5820,0,0,58,43,3648,31,22,472,1846,1375,25,44,F,F,31.52017475,22.71968369,50.1,49.7,1.652060002,0.17186,0,0,0.03125,0.009591239,0.010152302,219.7635093,ref,0.015682657,0.043905673
4442,1,1,43,59,3649,22,22,463,1366,1878,44,48,F,M,22.71968369,22.53592684,49.7,49.1,0.17186,0.17186,0,0,1,NA,NA,0,ref,0.043905673,0.032287823
5927,1,1,59,43,3649,22,22,463,1878,1366,48,44,M,F,22.53592684,22.71968369,49.1,49.7,0.17186,0.17186,0,0,1,NA,NA,0,ref,0.032287823,0.043905673
4443,0,0,43,60,3650,22,24,465,1368,1910,44,19,F,F,22.71968369,26.02909,49.7,48.3,0.17186,5.259309977,0,0.015625,0,0.006975446,0.005243279,282.2144575,ref,0.043905673,0.066535978
6034,0,0,60,43,3650,24,22,465,1910,1368,19,44,F,F,26.02909,22.71968369,48.3,49.7,5.259309977,0.17186,0,0.015625,0,0.006975446,0.005243279,282.2144575,ref,0.066535978,0.043905673
4444,1,0,43,61,3651,22,16,382,1360,1942,44,47,F,F,22.71968369,23.3155615,49.7,55.3,0.17186,0.552790001,0,0.03125,0,0.0296875,0.078815101,283.3972477,ref,0.043905673,0.106319188
6141,0,0,61,43,3651,16,22,382,1942,1360,47,44,F,F,23.3155615,22.71968369,55.3,49.7,0.552790001,0.17186,0,0.03125,0,0.0296875,0.078815101,283.3972477,ref,0.106319188,0.043905673
4445,1,0,43,62,3652,22,16,382,1360,1974,44,19,F,F,22.71968369,28.43247288,49.7,67,0.17186,0.552790001,0,0.015625,0,0.0296875,0.078815101,283.3972477,ref,0.043905673,0.068380996
6248,0,1,62,43,3652,16,22,382,1974,1360,19,44,F,F,28.43247288,22.71968369,67,49.7,0.552790001,0.17186,0,0.015625,0,0.0296875,0.078815101,283.3972477,ref,0.068380996,0.043905673
4446,0,0,43,63,3653,22,15,365,1359,2006,44,27,F,F,22.71968369,30.40403585,49.7,52.6,0.17186,0.323029999,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.043905673,0.024835678
6355,0,0,63,43,3653,15,22,365,2006,1359,27,44,F,F,30.40403585,22.71968369,52.6,49.7,0.323029999,0.17186,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.024835678,0.043905673
4447,0,0,43,64,3654,22,27,468,1371,2038,44,24,F,F,22.71968369,22.79666192,49.7,58.9,0.17186,0.372609999,0,0.015625,0,0.003487723,0.003117434,254.1593988,ref,0.043905673,0.071148524
6462,0,0,64,43,3654,27,22,468,2038,1371,24,44,F,F,22.79666192,22.71968369,58.9,49.7,0.372609999,0.17186,0,0.015625,0,0.003487723,0.003117434,254.1593988,ref,0.071148524,0.043905673
4448,0,0,43,65,3655,22,28,469,1372,2070,44,49,F,F,22.71968369,28.11280207,49.7,46.5,0.17186,0.739500001,0,0.03125,0,0.004650298,0.007918399,252.031744,ref,0.043905673,0.049037131
6569,0,1,65,43,3655,28,22,469,2070,1372,49,44,F,F,28.11280207,22.71968369,46.5,49.7,0.739500001,0.17186,0,0.03125,0,0.004650298,0.007918399,252.031744,ref,0.049037131,0.043905673
4449,1,1,43,66,3656,22,5,140,1349,2102,44,43,F,F,22.71968369,25.83221224,49.7,50,0.17186,0.314460001,1,0.03125,0,0.009300595,0.009680657,226.7972663,ref,0.043905673,0.051804659
6676,0,1,66,43,3656,5,22,140,2102,1349,43,44,F,F,25.83221224,22.71968369,50,49.7,0.314460001,0.17186,1,0.03125,0,0.009300595,0.009680657,226.7972663,ref,0.051804659,0.043905673
4450,1,1,43,67,3657,22,1,22,1345,2134,44,44,F,F,22.71968369,27.75314343,49.7,49,0.17186,0.19701,0,0.03125,0,0.006024249,0.005236745,72.69112738,ref,0.043905673,0.117259571
6783,0,0,67,43,3657,1,22,22,2134,1345,44,44,F,F,27.75314343,22.71968369,49,49.7,0.19701,0.17186,0,0.03125,0,0.006024249,0.005236745,72.69112738,ref,0.117259571,0.043905673
4451,0,0,43,68,3658,22,23,464,1367,2166,44,34,F,M,22.71968369,22.38251041,49.7,55.9,0.17186,2.34056999,0,0,0.015625,0.003487723,0.00262164,421.8649073,ref,0.043905673,0.017066421
6890,0,0,68,43,3658,23,22,464,2166,1367,34,44,M,F,22.38251041,22.71968369,55.9,49.7,2.34056999,0.17186,0,0,0.015625,0.003487723,0.00262164,421.8649073,ref,0.017066421,0.043905673
4452,1,1,43,69,3659,22,18,413,1362,2198,44,29,F,F,22.71968369,25.4296875,49.7,52.4,0.17186,0.402529998,1,0.015625,0,0.005480708,0.004830211,140.2640367,ref,0.043905673,0.074377306
6997,1,1,69,43,3659,18,22,413,2198,1362,29,44,F,F,25.4296875,22.71968369,52.4,49.7,0.402529998,0.17186,1,0.015625,0,0.005480708,0.004830211,140.2640367,ref,0.074377306,0.043905673
4453,0,0,43,70,3660,22,26,467,1370,2230,44,19,F,F,22.71968369,21.85644952,49.7,56.2,0.17186,0.31169,0,0.015625,0,0.007672991,0.005626618,239.8416144,ref,0.043905673,0.078924988
7104,0,0,70,43,3660,26,22,467,2230,1370,19,44,F,F,21.85644952,22.71968369,56.2,49.7,0.31169,0.17186,0,0.015625,0,0.007672991,0.005626618,239.8416144,ref,0.078924988,0.043905673
4455,0,0,43,71,3661,22,1,22,1345,2262,44,35,F,M,22.71968369,21.86187482,49.7,53.1,0.17186,0.19701,0,0,0.015625,0.006024249,0.005236745,72.69112738,ref,0.043905673,0.001845018
7318,0,1,71,43,3661,1,22,22,2262,1345,35,44,M,F,21.86187482,22.71968369,53.1,49.7,0.19701,0.17186,0,0,0.015625,0.006024249,0.005236745,72.69112738,ref,0.001845018,0.043905673
4456,0,1,43,72,3662,22,24,465,1368,2294,44,46,F,M,22.71968369,29.82552801,49.7,52,0.17186,5.259309977,1,0,0.03125,0.006975446,0.005243279,282.2144575,ref,0.043905673,0.023062731
7425,1,0,72,43,3662,24,22,465,2294,1368,46,44,M,F,29.82552801,22.71968369,52,49.7,5.259309977,0.17186,1,0,0.03125,0.006975446,0.005243279,282.2144575,ref,0.023062731,0.043905673
4457,0,0,43,73,3663,22,13,328,1357,2326,44,26,F,M,22.71968369,22.9530524,49.7,46.8,0.17186,0.18418,0,0.015625,0,0.079520089,0.089778445,210.2379604,ref,0.043905673,0.073505247
7532,0,0,73,43,3663,13,22,328,2326,1357,26,44,M,F,22.9530524,22.71968369,46.8,49.7,0.18418,0.17186,0,0.015625,0,0.079520089,0.089778445,210.2379604,ref,0.073505247,0.043905673
4458,0,0,43,74,3664,22,25,466,1369,2358,44,34,F,F,22.71968369,26.39815807,49.7,50.6,0.17186,0.608060002,0,0.015625,0,0.003487723,0.002808028,195.3279294,ref,0.043905673,0.077144834
7639,1,0,74,43,3664,25,22,466,2358,1369,34,44,F,F,26.39815807,22.71968369,50.6,49.7,0.608060002,0.17186,0,0.015625,0,0.003487723,0.002808028,195.3279294,ref,0.077144834,0.043905673
4459,1,0,43,75,3665,22,19,427,1363,2390,44,69,F,F,22.71968369,20.59453032,49.7,57.3,0.17186,0.16473,0,0.0625,0,0.013950893,0.014996478,176.663522,ref,0.043905673,0.125461255
7746,0,1,75,43,3665,19,22,427,2390,1363,69,44,F,F,20.59453032,22.71968369,57.3,49.7,0.16473,0.17186,0,0.0625,0,0.013950893,0.014996478,176.663522,ref,0.125461255,0.043905673
4460,0,0,43,76,3666,22,11,287,1355,2422,44,32,F,F,22.71968369,28.69556545,49.7,46.7,0.17186,0.271620001,0,0,0.015625,0.003487723,0.00262164,133.0150367,ref,0.043905673,0.012915129
7853,0,0,76,43,3666,11,22,287,2422,1355,32,44,F,F,28.69556545,22.71968369,46.7,49.7,0.271620001,0.17186,0,0,0.015625,0.003487723,0.00262164,133.0150367,ref,0.012915129,0.043905673
4461,1,0,43,77,3667,22,28,469,1372,2454,44,33,F,M,22.71968369,25.70377449,49.7,48,0.17186,0.739500001,0,0,0,0.004650298,0.007918399,252.031744,ref,0.043905673,0.000864852
7960,0,0,77,43,3667,28,22,469,2454,1372,33,44,M,F,25.70377449,22.71968369,48,49.7,0.739500001,0.17186,0,0,0,0.004650298,0.007918399,252.031744,ref,0.000864852,0.043905673
4462,0,0,43,78,3668,22,19,427,1363,2486,44,36,F,M,22.71968369,23.40753301,49.7,52.2,0.17186,0.16473,0,0.03125,0,0.013950893,0.014996478,176.663522,ref,0.043905673,0.111263261
8067,0,0,78,43,3668,19,22,427,2486,1363,36,44,M,F,23.40753301,22.71968369,52.2,49.7,0.16473,0.17186,0,0.03125,0,0.013950893,0.014996478,176.663522,ref,0.111263261,0.043905673
4463,0,0,43,79,3669,22,30,471,1374,2518,44,18,F,F,22.71968369,23.60497173,49.7,50.3,0.17186,0.566279999,0,0.015625,0,0.004718684,0.004556384,121.6552506,ref,0.043905673,0.072698051
8174,0,0,79,43,3669,30,22,471,2518,1374,18,44,F,F,23.60497173,22.71968369,50.3,49.7,0.566279999,0.17186,0,0.015625,0,0.004718684,0.004556384,121.6552506,ref,0.072698051,0.043905673
4464,0,0,43,80,3670,22,18,413,1362,2550,44,36,F,M,22.71968369,23.85951517,49.7,49.2,0.17186,0.402529998,0,0,0.015625,0.005480708,0.004830211,140.2640367,ref,0.043905673,0.014760148
8281,0,0,80,43,3670,18,22,413,2550,1362,36,44,M,F,23.85951517,22.71968369,49.2,49.7,0.402529998,0.17186,0,0,0.015625,0.005480708,0.004830211,140.2640367,ref,0.014760148,0.043905673
4465,0,0,43,81,3671,22,7,193,1351,2582,44,36,F,F,22.71968369,22.2368401,49.7,49.1,0.17186,0.049,0,0.015625,0,0.003487723,0.003366764,310.9099548,ref,0.043905673,0.064287362
8388,0,1,81,43,3671,7,22,193,2582,1351,36,44,F,F,22.2368401,22.71968369,49.1,49.7,0.049,0.17186,0,0.015625,0,0.003487723,0.003366764,310.9099548,ref,0.064287362,0.043905673
4466,0,0,43,82,3672,22,25,466,1369,2614,44,36,F,M,22.71968369,25.68211703,49.7,48.4,0.17186,0.608060002,0,0,0.015625,0.003487723,0.002808028,195.3279294,ref,0.043905673,0.009225092
8495,1,0,82,43,3672,25,22,466,2614,1369,36,44,M,F,25.68211703,22.71968369,48.4,49.7,0.608060002,0.17186,0,0,0.015625,0.003487723,0.002808028,195.3279294,ref,0.009225092,0.043905673
4467,0,0,43,83,3673,22,10,265,1354,2646,44,31,F,F,22.71968369,25.69504876,49.7,53.8,0.17186,0.65041,0,0.015625,0,0.002906436,0.003128734,4066.861812,ref,0.043905673,0.081692516
8602,0,0,83,43,3673,10,22,265,2646,1354,31,44,F,F,25.69504876,22.71968369,53.8,49.7,0.65041,0.17186,0,0.015625,0,0.002906436,0.003128734,4066.861812,ref,0.081692516,0.043905673
4468,0,0,43,84,3674,22,26,467,1370,2678,44,54,F,F,22.71968369,25.2999164,49.7,59.7,0.17186,0.31169,0,0.03125,0,0.007672991,0.005626618,239.8416144,ref,0.043905673,0.122794626
8709,0,0,84,43,3674,26,22,467,2678,1370,54,44,F,F,25.2999164,22.71968369,59.7,49.7,0.31169,0.17186,0,0.03125,0,0.007672991,0.005626618,239.8416144,ref,0.122794626,0.043905673
469,0,NA,85,43,3675,27,22,468,2710,1371,28,44,M,F,24.40647114,22.71968369,43.4,49.7,0.372609999,0.17186,0,0,0.015625,0.003487723,0.003117434,254.1593988,ref,0.014817804,0.043905673
4392,NA,0,43,85,3675,22,27,468,1371,2710,44,28,F,M,22.71968369,24.40647114,49.7,43.4,0.17186,0.372609999,0,0,0.015625,0.003487723,0.003117434,254.1593988,ref,0.043905673,0.014817804
4469,0,0,43,86,3676,22,28,469,1372,2742,44,65,F,M,22.71968369,21.36859137,49.7,54.4,0.17186,0.739500001,0,0,0.03125,0.004650298,0.007918399,252.031744,ref,0.043905673,0.010493542
8816,0,0,86,43,3676,28,22,469,2742,1372,65,44,M,F,21.36859137,22.71968369,54.4,49.7,0.739500001,0.17186,0,0,0.03125,0.004650298,0.007918399,252.031744,ref,0.010493542,0.043905673
4470,0,0,43,87,3677,22,15,365,1359,2774,44,48,F,F,22.71968369,32.20024674,49.7,60.9,0.17186,0.323029999,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.043905673,0.021996079
8923,0,0,87,43,3677,15,22,365,2774,1359,48,44,F,F,32.20024674,22.71968369,60.9,49.7,0.323029999,0.17186,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.021996079,0.043905673
4471,1,1,43,88,3678,22,18,413,1362,2806,44,52,F,F,22.71968369,22.57777778,49.7,45.3,0.17186,0.402529998,0,0,0.03125,0.005480708,0.004830211,140.2640367,ref,0.043905673,0.034132841
9030,1,1,88,43,3678,18,22,413,2806,1362,52,44,F,F,22.57777778,22.71968369,45.3,49.7,0.402529998,0.17186,0,0,0.03125,0.005480708,0.004830211,140.2640367,ref,0.034132841,0.043905673
4472,0,0,43,89,3679,22,13,328,1357,2838,44,20,F,M,22.71968369,22.16573193,49.7,44.3,0.17186,0.18418,0,0,0,0.079520089,0.089778445,210.2379604,ref,0.043905673,0.018334871
9137,0,0,89,43,3679,13,22,328,2838,1357,20,44,M,F,22.16573193,22.71968369,44.3,49.7,0.18418,0.17186,0,0,0,0.079520089,0.089778445,210.2379604,ref,0.018334871,0.043905673
4473,0,1,43,90,3680,22,12,308,1356,2870,44,29,F,F,22.71968369,25.5426795,49.7,48.3,0.17186,0.566839998,0,0,0.03125,0.006975446,0.005243279,532.4434242,ref,0.043905673,0.020698801
9244,1,0,90,43,3680,12,22,308,2870,1356,29,44,F,F,25.5426795,22.71968369,48.3,49.7,0.566839998,0.17186,0,0,0.03125,0.006975446,0.005243279,532.4434242,ref,0.020698801,0.043905673
